6904,16150,1758,2180,-176,-65,-24800,10206,-12148,2093,7429,-1443,6
6708,17306,3738,939,789,337,-27572,8536,-11556,3263,7976,-1377,6
4836,18110,1460,-51,1239,425,-29760,5224,-11038,2293,8778,-466,6
3338,19628,-282,-516,1424,348,-31928,2274,-9808,-1413,9742,1421,6
2136,22192,-704,-877,1440,102,-31986,3890,-7738,-5039,10572,3774,6
1150,24158,138,-1386,1201,-148,-30316,6714,-5486,-6856,10904,5761,6
1238,25168,1288,-2048,681,-128,-27324,9292,-3780,-5896,10437,7022,6
1288,23656,1204,-2768,326,-35,-25024,7188,-3132,-4755,9865,7747,6
1542,20748,1062,-3093,78,-71,-22052,6232,-2908,-4304,9420,8340,6
1974,18112,1228,-3296,399,-66,-18538,6974,-2430,-3445,8970,8616,6
896,14332,342,-3501,731,-24,-15628,7024,-1106,-1994,8394,8641,6
374,10154,-1018,-3779,513,-118,-16162,4650,692,-1542,8167,9346,6
176,5828,164,-4416,57,-332,-14130,2816,2656,-1841,7984,10196,6
-216,2420,-940,-5523,-104,-559,-11638,2662,3542,-2469,7443,10931,6
-902,-946,-2108,-6053,-479,-808,-11712,2964,3170,-2459,6994,11433,6
788,-2600,-3252,-5792,125,-1103,-12550,5174,3488,-752,6606,11300,6
2080,-3928,-4614,-4859,1742,-952,-14932,4562,3252,567,6537,11132,6
-500,-6090,-5256,-3623,1761,-778,-15716,3282,4226,623,6463,11302,6
-714,-7704,-5284,-1943,710,-984,-15942,2560,4774,-45,6419,11948,6
1432,-8618,-4804,-467,124,-625,-15276,2654,4908,-405,6212,12694,6
276,-7478,-3414,1192,28,235,-15058,2692,3860,-253,5863,13172,6
-350,-3838,-2158,2645,-476,542,-15152,2796,3098,100,5845,13477,6
298,-1226,536,3639,-296,507,-14862,2306,2634,915,5963,13285,6
-6,882,1344,3711,182,360,-14590,1628,2332,1404,6217,13011,6
-502,2116,1944,3013,52,207,-13982,372,2180,905,6390,12929,6
110,2412,2916,1903,57,114,-13154,-176,2896,-308,6417,13058,6
604,2114,3060,811,370,56,-12304,-1140,2678,-1884,6243,13527,6
236,1594,2962,11,593,-44,-10112,-2736,3702,-2496,5800,13554,6
636,1588,1364,-433,299,-83,-8746,-5028,1746,-475,4767,12728,6
1126,1794,440,-344,-23,194,-7574,-9228,1666,1145,4291,11856,6
2780,5430,1288,2116,-279,1174,282,-18792,3878,2512,2012,8505,6
4704,9190,876,3770,-402,2510,2578,-21902,3720,4070,1028,5550,6
-212,15672,80,5146,177,1989,7526,-32768,8882,1235,-1385,2701,6
-1244,24324,4314,5084,707,273,-1560,-24152,-12780,-8840,1992,1627,6
-258,32767,9420,272,-637,-1086,3812,-32768,-10264,3248,1908,-2487,6
526,28264,1252,-1444,-89,-1610,6748,-25038,-1058,4444,1787,-4006,6
3792,26070,2530,620,-935,-593,12304,-22482,11404,7252,-1072,-5878,6
2686,26742,6462,-578,-1167,401,11304,-26748,12648,-298,-2628,-5203,6
4426,24164,4884,-2086,-828,18,5724,-26638,8504,-5904,-3868,-5046,6
4948,20824,2652,-2088,-187,-366,638,-24934,4470,-5945,-4526,-6703,6
4560,18834,544,-2137,87,-233,-3754,-19574,3026,-3182,-5013,-9287,6
3186,14846,1304,-2310,297,36,-5978,-14208,4392,416,-6318,-11696,6
710,10216,1892,-2601,84,460,-10260,-8706,7288,2818,-7874,-13456,6
-656,6154,1314,-2841,-384,880,-17438,-3270,8630,4013,-9564,-14541,6
-1914,2992,-10,-3056,-421,1046,-23800,2274,9126,3333,-11027,-14826,6
-3686,198,-240,-3085,-458,959,-27040,8042,8552,2072,-12175,-14439,6
-4026,-1078,-852,-3443,-418,457,-26510,10618,7028,114,-12168,-13413,6
-4898,-2858,-1124,-4018,-830,-486,-26082,12184,7574,-2052,-11537,-12134,6
