1154,7980,-828,826,6478,1291,2482,-10008,25878,1225,1324,-2869,10
124,7652,-622,1130,6221,1693,-1308,-9156,30260,2053,-1687,-3687,10
-884,8224,-226,1244,6046,1944,-3336,-6336,31500,2628,-4779,-4153,10
-1952,8672,-100,1344,6058,1782,-4274,-3312,29410,2943,-7517,-4399,10
-2318,8950,58,1488,6016,1344,-4184,86,25944,3101,-9486,-4379,10
-1776,9394,524,1491,5849,927,-4416,1648,23778,3399,-10974,-4207,10
-532,9800,1336,1212,5770,607,-5408,2886,21664,4147,-12161,-3644,10
446,9760,1810,786,5891,337,-6334,3220,18904,5454,-12959,-2652,10
1362,9820,1622,360,6157,115,-6868,2566,16308,7083,-13277,-1190,10
2090,9700,1338,13,6297,12,-7486,2070,13510,7899,-12995,368,10
2988,9584,752,-352,6199,115,-7488,1540,11314,8013,-12192,1698,10
3994,9432,212,-592,5991,460,-7652,358,10770,7405,-11152,2375,10
4412,8754,10,-654,5725,911,-7710,-1282,9922,6715,-10157,2452,10
6734,8550,-762,-503,5682,1424,-6172,-1638,7112,6102,-8885,2387,10
3410,7974,-664,-302,5191,2045,-5164,-2976,5848,6266,-7712,2193,10
2324,7586,-1066,7,5005,2416,-4198,-4060,5262,7709,-6889,1885,10
-12,6726,-796,527,4766,2262,-2864,-3778,4486,9831,-6199,1693,10
-1330,6384,266,866,4423,1909,-1866,-3514,4768,10856,-5337,1684,10
-2200,6238,1222,866,4087,1543,-1206,-4434,5520,11371,-4480,1694,10
-806,6118,2466,586,3774,1192,-858,-5718,5848,11605,-3676,1770,10
1276,5790,2498,161,3587,805,-300,-5884,5572,11404,-2913,1970,10
2860,5098,2070,-218,3294,580,90,-6444,4864,11196,-2231,2158,10
3866,4820,1164,-295,3176,440,556,-6722,3920,11242,-1552,2334,10
5836,3808,-70,176,3652,283,660,-6254,3464,10905,-761,2615,10
6024,3908,220,916,4127,278,742,-7034,2890,10495,142,2892,10
6010,4816,-8,1723,4580,518,718,-8236,2392,10595,1012,3037,10
7210,6084,0,2185,4860,720,784,-8650,2102,10898,1902,3031,10
7492,7030,472,2296,5571,793,1250,-8334,1786,11061,2836,3014,10
6018,8352,502,2099,6544,714,2324,-7966,968,10931,3967,3040,10
4332,9044,26,1599,6760,541,2738,-7912,578,10189,5286,3103,10
3620,8660,120,1039,6580,535,2930,-7932,238,9149,6707,3270,10
4810,8686,-814,661,6693,696,3164,-7084,-348,8125,8160,3512,10
5150,8468,-1610,593,7097,899,3180,-6172,-1018,6752,9734,3950,10
5022,8268,-2246,755,7442,1139,2774,-5726,-1522,5105,11406,4550,10
4242,8180,-3348,1068,7610,1553,2476,-5568,-1972,3556,13085,5289,10
2450,8784,-4614,1242,7603,1938,1094,-7970,380,2510,14065,5763,10
912,8026,-4660,1553,7031,2208,-316,-8934,3000,1422,14646,6178,10
-360,7708,-4704,1917,6517,2204,-100,-9672,6154,-213,14897,6614,10
-850,8416,-3850,2463,6355,1849,-22,-11128,10770,-1230,14320,6639,10
-764,9880,-1866,2931,6737,1341,2672,-9914,13402,-1289,12603,6338,10
-966,10820,442,2540,6847,971,6534,-5776,11838,-2462,10664,5808,10
-762,10646,1622,1526,6362,907,5884,-9678,12802,-3173,9049,5189,10
-74,10126,922,601,6140,772,6066,-10260,16050,-2851,7595,4238,10
1742,9856,-466,43,6076,676,6064,-11422,21892,-2420,5402,3305,10
3720,9714,-1534,-100,6114,914,7644,-12564,24458,-1268,2903,1994,10
4362,9464,-2278,100,6313,1380,9342,-8434,22142,-2046,1156,684,10
2714,8566,-2398,681,6544,1559,7186,-7502,24072,-2431,-904,-400,10
1254,8382,-2420,1195,6660,1498,4416,-7654,26788,-921,-3537,-1716,10
462,8662,-1346,1393,6726,1474,2868,-5928,25522,901,-6159,-2667,10
-238,8708,-642,1261,6846,1419,2996,-3276,21858,1896,-8135,-3224,10
-786,8614,-4,896,6890,1314,2380,-1882,19526,2422,-9387,-3454,10
-910,8360,598,465,6829,1187,554,-1464,18290,2797,-10224,-3583,10
-286,7994,746,205,6841,1046,-1062,-1836,16486,3577,-10711,-3447,10
988,7660,780,275,7060,924,-2222,-1624,14866,4657,-10906,-2910,10
1854,7634,724,520,7399,886,-2744,-1286,13154,5792,-10880,-1972,10
2472,8042,738,667,7589,1210,-3546,-832,11108,8271,-10365,-223,10
2450,8176,598,636,7598,1516,-3836,-898,10046,8187,-9653,551,10
2160,8292,160,629,7540,1913,-3744,-760,8332,8097,-8783,1104,10
1412,8656,-48,638,7414,2300,-4050,-1920,7928,8229,-8084,1258,10
-180,8358,-784,762,7438,2532,-3664,-1874,6872,8219,-7301,1296,10
358,7526,-694,935,7406,2576,-2314,-1488,6378,8198,-6536,1404,10
-524,6964,-568,1290,7597,2406,-1906,-2644,6536,9199,-5847,1522,10
-1074,6378,-254,1615,7661,2030,-1806,-4066,6092,10672,-5244,1573,10
-1852,6444,184,1710,7475,1538,-1218,-5700,5184,12484,-4716,1617,10
-1650,6582,946,1537,7066,1045,-546,-5704,4854,13995,-4050,1765,10
-2578,7384,1558,1206,6356,607,206,-5142,4960,14130,-3048,2010,10
-860,7752,1538,957,6014,382,722,-5910,5002,13543,-1790,2317,10
710,8150,1402,991,5881,234,1266,-6722,4276,12938,-479,2739,10
1244,8956,1306,1204,5616,334,1406,-7602,4152,12774,671,3227,10
2762,9168,1416,1627,5277,540,922,-7534,3220,13012,1804,3453,10
3592,9466,1628,1858,5000,866,1132,-7336,2886,13447,2989,3619,10
3368,9076,1508,1746,4927,1217,1676,-7446,3362,13475,4273,3773,10
2124,7616,854,1493,4808,1422,2116,-8452,2622,13568,5595,3859,10
1654,6046,648,1358,4362,1496,2642,-9324,2324,13599,6619,3950,10
1912,4966,176,1357,3986,1401,1986,-9364,1886,13060,7787,3958,10
2732,4562,-496,1388,3735,1268,1258,-8870,1770,11447,9261,3939,10
