528,15540,2532,-7364,3532,5460,1
396,15268,2572,-7036,7104,5484,1
64,15224,2876,-7996,8736,3732,1
-240,15272,2904,-9092,7728,1792,1
76,16008,3632,-9424,7832,1448,1
104,15892,3564,-7932,11684,388,1
92,15396,3124,-7848,13432,-436,1
-64,14944,2484,-8224,12928,-1744,1
80,15092,2880,-8788,10632,-3952,1
176,15780,3456,-8448,9240,-6300,1
500,16016,3756,-10492,12104,-9632,1
728,15756,3480,-11340,13140,-12908,1
868,15448,3004,-12360,11456,-15196,1
528,15244,2844,-12684,9860,-16328,1
152,15328,2816,-13132,10416,-19304,1
-252,15308,3088,-13556,12276,-22032,1
-752,15328,3232,-13960,12684,-22084,1
-264,15188,2676,-14752,13480,-19660,1
244,15572,2856,-15320,13352,-16732,1
428,16412,3100,-15476,13416,-15660,1
720,16572,3480,-14812,12540,-14700,1
424,16404,3368,-13284,13224,-11980,1
564,15832,2852,-11532,13492,-7452,1
200,15088,2828,-10952,14296,-5204,1
-140,15364,3360,-10552,13248,-3320,1
-384,15936,3544,-10452,12640,-3352,1
184,15872,3632,-10080,9844,-2064,1
676,15680,3272,-10004,8256,1716,1
668,15148,2744,-7532,12712,4428,1
296,15032,2872,-7272,10080,6492,1
-236,15444,3264,-8496,7932,6408,1
-252,16040,3728,-8608,6572,5216,1
320,15992,3620,-9220,5324,4036,1
1096,15620,3328,-8564,4184,3236,1
1228,15520,3164,-7360,3868,7976,1
404,15292,3224,-5584,2352,9704,1
-524,15096,3360,-6576,140,10960,1
-596,15288,3592,-7288,-724,9720,1
252,15580,3540,-8144,-492,8356,1
656,15972,3604,-6688,-960,12496,1
568,15576,3116,-6252,-2472,16128,1
-348,14952,2892,-7392,-4172,18432,1
-416,15052,2656,-8568,-5436,18640,1
216,15640,2768,-8708,-6680,18664,1
684,16116,3172,-7772,-5088,18592,1
400,16152,3156,-7180,-3312,18328,1
-148,16036,3320,-7252,-2300,17028,1
-496,15864,3628,-7952,-1688,15340,1
-276,15776,3936,-8004,-1448,13308,1
396,15676,3504,-8020,-1836,10884,1
368,15428,3072,-8020,-1888,8840,1
608,15500,3212,-7296,-200,8028,1
696,15628,3220,-5688,3940,8804,1
688,15356,3208,-4564,7888,8396,1
200,15216,2920,-6052,8088,6168,1
164,15308,3108,-7104,6640,3524,1
428,15756,3720,-7884,4968,1452,1
396,16112,3820,-6944,5596,960,1
556,15860,3400,-5428,12944,-320,1
424,15356,3096,-4768,16684,-2136,1
112,14984,3056,-6132,14772,-2380,1
-124,15364,3592,-6640,10848,-2384,1
-184,15952,3920,-5972,8824,-3004,1
216,15856,3980,-7244,13760,-8224,1
548,15292,3304,-7288,15568,-13412,1
500,14956,3020,-9164,15348,-17120,1
320,15100,3308,-10456,11760,-17952,1
464,15440,3432,-9768,10064,-20004,1
464,15724,3412,-9728,9684,-22828,1
552,15412,3016,-12268,11024,-25232,1
412,14940,2664,-13816,11948,-24708,1
-84,15248,2548,-15700,12644,-23624,1
-216,15688,2648,-16420,13416,-21800,1
0,16020,2536,-16468,14280,-19096,1
380,16464,2604,-16276,14756,-17056,1
480,16592,3092,-14940,15020,-15172,1
220,16544,3288,-13164,13488,-12828,1
8,16420,3364,-12032,11044,-10588,1
64,16172,3184,-11572,9352,-8668,1
256,15800,2884,-10880,8800,-7600,1
832,15084,2684,-7956,8412,-3152,1
816,14968,2668,-8276,6556,-1564,1
512,15132,2856,-6568,7944,-2220,1
12,15564,3032,-7736,7524,-1896,1
-344,15856,3088,-7688,6260,-1036,1
44,15680,3212,-5404,3660,6496,1
-84,15420,3396,-5904,2652,6700,1
296,15908,3584,-5992,1492,6476,1
748,15916,3604,-4972,524,10864,1
560,15344,3176,-4300,-2468,14232,1
-196,14908,2552,-5484,-5144,16608,1
-852,15272,2512,-6192,-5528,18576,1
-592,15948,2920,-5896,-6416,20816,1
268,15968,2708,-5976,-6672,21676,1
36,15780,2928,-6512,-7772,21276,1
432,16392,3448,-7424,-7460,19072,1
628,16524,3540,-6788,-5124,18656,1
812,16120,3444,-6588,-2352,16788,1
628,15540,3072,-6680,-1056,14292,1
416,15352,3052,-6804,-812,10768,1
180,15528,3440,-6936,-1488,7784,1
64,15788,3528,-6896,-1724,5736,1
-104,15896,3480,-5996,136,5288,1
24,15628,3180,-4792,5084,5172,1
480,15176,3120,-4724,8528,4440,1
364,14836,3084,-6644,8868,2088,1
424,15080,3180,-8104,7144,244,1
296,15608,3488,-8756,4916,-976,1
220,15780,3628,-8256,7252,-456,1
108,15844,3664,-7056,12876,-1432,1
-296,15500,3664,-7236,14788,-2560,1
-188,15172,3672,-9036,11640,-3416,1
20,15508,3840,-10292,8920,-4852,1
344,15868,3896,-11828,12228,-8868,1
396,15792,3544,-13256,16904,-13676,1
224,15324,3396,-14276,14192,-17908,1
144,14928,3256,-14264,11052,-18644,1
-148,14788,3108,-13776,12348,-19428,1
-84,15152,3204,-15616,15324,-20844,1
-208,15508,3172,-17724,16324,-20736,1
-136,15916,3220,-17788,14864,-18372,1
532,16292,3192,-17612,14568,-16016,1
1084,16300,3196,-16912,12996,-14628,1
548,15716,3148,-15552,12048,-13600,1
176,15508,3324,-13836,12584,-11908,1
-212,15432,3544,-9212,11636,-3724,1
-120,15120,3332,-9052,9424,-2540,1
72,15304,3248,-9380,8656,-2436,1
224,15552,3548,-10248,6904,-1188,1
500,15636,3616,-7248,8476,-952,1
700,15920,3624,-7976,9756,252,1
452,15808,3620,-7336,6580,2236,1
88,15588,3796,-8072,4756,3256,1
-236,15740,4020,-7880,2672,3992,1
300,15840,3752,-7360,2672,4476,1
1028,15404,3496,-6660,2712,7444,1
980,15192,2964,-5312,2528,10908,1
-80,14924,2800,-5632,-1348,12560,1
-376,15084,3272,-6896,-4696,12204,1
-332,15528,3540,-7264,-7436,13488,1
-208,15740,3392,-6532,-7000,17580,1
-32,15556,3204,-6172,-6688,21780,1
188,15376,2860,-6676,-7496,22688,1
140,15188,2900,-7580,-8872,20952,1
100,15920,3392,-7476,-8888,19100,1
256,16504,4120,-7184,-7236,17820,1
60,16360,4344,-6984,-4996,16396,1
-64,15900,4192,-6968,-3052,13816,1
-16,15460,3320,-6984,-2232,11328,1
-80,15080,2844,-6844,-1584,8928,1
268,14932,2924,-6336,344,8056,1
344,15176,3004,-5548,2996,7796,1
196,15364,3440,-5448,5092,6444,1
188,15584,3428,-5932,5984,4436,1
-36,15680,3524,-7224,6132,1940,1
188,15632,3240,-7836,6316,572,1
812,15440,3212,-7580,9540,496,1
508,15504,3488,-7360,12692,-828,1
244,15428,3900,-8116,11608,-776,1
24,15540,3896,-8568,10052,-1236,1
108,15552,3836,-9464,9508,-2588,1
488,15408,3544,-10072,10240,-4812,1
588,15480,3224,-11092,13644,-7564,1
492,15788,3124,-13572,13604,-10476,1
860,15808,3308,-14988,12656,-12212,1
772,15396,3116,-16252,14216,-14496,1
528,15080,2740,-17744,14828,-17508,1
36,15052,2388,-19244,16308,-19864,1
-400,15696,2636,-18604,16200,-19184,1
-168,16476,2972,-18636,14856,-16368,1
592,16456,3332,-18416,14384,-13556,1
1188,16320,3568,-17900,14536,-12260,1
960,15940,3468,-15912,13344,-11672,1
640,15484,2788,-14032,12084,-10760,1
68,15300,2184,-12624,12576,-9364,1
-40,15364,2600,-10588,12264,-6940,1
-360,15768,3564,-9084,11092,-3668,1
-180,15896,3820,-8400,9792,-1188,1
136,15692,3660,-7844,9476,220,1
156,15344,2532,-9512,7052,1604,1
144,14848,1520,-7228,8764,1564,1
648,14620,2128,-7208,7408,3212,1
376,15532,3624,-7368,5072,4520,1
-780,16544,4384,-7108,3424,4688,1
-808,16944,4860,-7504,2556,4464,1
228,15504,3076,-7832,1868,4812,1
792,14480,1652,-7096,1680,6952,1
720,14576,1620,-6592,336,8240,1
548,15468,2844,-7036,-2300,9276,1
