522,7312,2736,-467,-430,479,1506,6344,-6630,-7973,-5220,-6219,2
312,7092,2750,-418,-549,514,-180,4452,-5888,-6951,-5370,-6098,2
440,7154,2720,-371,-667,556,80,4930,-4906,-5948,-5572,-6101,2
642,7258,2944,-316,-727,554,-378,5234,-3774,-6061,-5702,-5633,2
804,7196,2784,-320,-597,499,-824,4390,-3366,-6590,-5863,-5353,2
742,7146,2706,-249,-541,499,-1084,3792,-2846,-6819,-6004,-4960,2
636,7182,2638,-229,-532,510,-912,2730,-1966,-6759,-6156,-4526,2
540,7294,2938,-217,-564,457,-332,2330,-1170,-6255,-6073,-4477,2
734,7282,3114,-235,-601,368,-278,2282,-88,-5814,-6070,-4374,2
1062,7460,3156,-286,-580,307,-154,1762,834,-5359,-5968,-4048,2
1272,7416,2836,-395,-463,354,-278,1348,1612,-5077,-5740,-3822,2
1090,7196,2602,-350,-378,317,-16,1428,3066,-4865,-5566,-3581,2
938,7168,2560,-194,-371,221,708,1340,4390,-4824,-5172,-3375,2
986,7204,2664,-120,-313,152,1070,134,6730,-4981,-4417,-2911,2
978,7442,2694,-167,-131,10,482,-3570,9476,-3027,-2600,-2005,2
1022,7488,2530,-181,-84,-49,670,-3702,9864,-1910,-1397,-1311,2
1144,7626,2718,-160,-94,-54,744,-3948,10538,-1034,-216,-451,2
1046,7814,2774,-182,-79,-41,930,-3350,10504,-153,851,245,2
864,7864,2924,-231,-93,-48,866,-2578,9680,556,1829,835,2
732,7634,2958,-263,-132,-55,796,-2244,8660,1323,2684,1308,2
702,7594,3032,-275,-175,-90,542,-1494,7508,2172,3443,1681,2
770,7548,2904,-309,-184,-145,156,-1032,6526,3050,4080,1978,2
840,7374,2748,-292,-145,-207,-218,-304,5560,3677,4547,2245,2
1212,7156,2752,-194,6,-332,-944,386,3346,4734,5241,2667,2
1556,7266,2954,-160,116,-327,-916,682,2276,5515,5581,2819,2
1552,7280,3076,-168,219,-309,-902,1208,1488,6205,5921,2883,2
1354,7290,3050,-181,339,-302,-1352,1380,270,6871,6188,2920,2
1152,7262,2886,-160,490,-308,-1840,2042,-592,7390,6248,3152,2
1010,7172,2816,-131,603,-307,-1604,3030,-960,7211,6285,3516,2
912,7172,2922,-103,714,-334,-1040,3766,-1254,6444,6415,3969,2
742,7336,3040,-93,767,-330,-396,4048,-2388,5798,6624,4315,2
556,7296,3112,-108,732,-311,-350,3144,-3510,5906,6751,4380,2
368,7280,3114,-154,676,-266,-688,3194,-4352,7141,6740,4337,2
424,7254,2884,-206,674,-224,142,3892,-4918,8333,6712,4314,2
136,7096,2852,-181,681,-211,826,5118,-5280,8428,6838,4414,2
-112,7206,3076,-148,564,-220,1512,5698,-6414,7716,7049,4440,2
170,7232,3070,-148,428,-223,1828,5216,-8172,7642,7285,4206,2
456,7174,2938,-152,435,-182,1742,4904,-9104,8636,7270,3955,2
636,7082,2916,-109,448,-92,2028,6138,-9198,9174,6987,3903,2
134,7188,2862,-63,476,-86,2602,7854,-9302,7490,6611,4207,2
78,7210,3102,-51,457,-119,2508,8704,-9908,4550,6227,4681,2
290,7246,2886,-73,386,-101,2054,8348,-10714,2644,5724,5008,2
368,7180,2718,-56,342,-47,1840,8936,-10858,2331,5046,5011,2
-30,6964,2248,86,297,-18,1396,10242,-10476,2080,4315,4916,2
120,7016,2418,266,229,-5,400,13132,-10212,713,3532,4691,2
30,7094,2626,398,251,-29,-138,14962,-10504,-968,2793,4396,2
-252,7348,2824,381,256,-127,-386,15986,-11022,-1963,2080,3712,2
-240,7620,2904,238,204,-280,-200,16096,-11156,-1889,1432,2676,2
246,7768,2854,130,157,-311,-184,16552,-11022,-1094,775,1308,2
682,7952,2818,99,123,-216,-256,16306,-11208,-388,130,-56,2
1190,8154,2954,77,36,71,-358,16408,-10946,-281,-653,-1144,2
852,8204,2994,4,-15,312,-4,15746,-10640,-951,-1431,-1890,2
388,8038,2908,-97,-51,440,274,14822,-9976,-2006,-2188,-2419,2
38,7786,2790,-193,-65,464,812,13664,-9718,-3364,-2914,-2828,2
-198,7516,2604,-248,-87,436,1208,12214,-9858,-4432,-3466,-3256,2
-82,7230,2638,-254,-120,423,1500,10808,-9414,-4690,-3991,-3768,2
68,7208,2600,-242,-162,452,1610,9934,-9068,-4733,-4478,-4151,2
