-1272,14832,3432,14056,6864,-5468,3
-1212,14824,3272,14660,6276,-5300,3
-856,16528,4816,14948,6472,-5188,3
-268,16576,5196,14864,6676,-4644,3
332,15708,4588,14628,6620,-4328,3
972,16816,4780,14800,6892,-4196,3
288,18544,4840,15812,6868,-4440,3
-380,18128,4644,17304,6832,-4528,3
-524,18180,4080,18076,6748,-4532,3
-1084,19260,3816,18436,6480,-4372,3
-1164,18928,3884,18716,6436,-4156,3
-444,17144,2924,18132,6008,-3640,3
-200,17024,3124,16964,5548,-3084,3
1348,17480,3248,15860,5664,-2528,3
2680,16416,2884,15384,6124,-2068,3
2812,14720,2476,14968,6532,-1816,3
2816,13608,1472,15008,6316,-1832,3
2256,13852,1744,14872,6092,-2080,3
1784,14492,2288,14516,5604,-2120,3
1972,14796,2280,14496,5068,-2100,3
2144,14312,1548,14680,4636,-2132,3
2148,13872,376,14972,4256,-2084,3
2112,13468,-200,15360,3896,-2148,3
1724,13768,-284,15580,3948,-2552,3
1944,14760,172,15716,4248,-2728,3
2456,15872,796,15924,4440,-2748,3
2804,16696,1244,16184,4932,-2800,3
2396,17468,1192,16608,5352,-2752,3
2456,17368,1576,16680,5588,-2860,3
2068,17216,1724,16824,5776,-2780,3
2244,16656,1984,16868,5420,-2596,3
2264,16416,1668,16284,5004,-2408,3
2156,16144,1608,16180,4672,-2648,3
2252,15972,1708,16000,4384,-2600,3
2612,15644,1624,15932,4240,-2468,3
2696,15656,1696,16000,4112,-2372,3
2716,16072,1896,15840,4112,-2552,3
2676,16136,1836,15636,4152,-2260,3
2428,15660,1428,15148,4132,-2156,3
2604,15440,1316,14664,4228,-2036,3
2628,15688,1092,14384,4256,-1940,3
2836,15464,1156,14580,4548,-2088,3
2660,15416,1372,14512,4416,-2120,3
2660,16124,1920,14792,4576,-2064,3
2480,15892,1924,15028,4620,-2176,3
2560,15388,1680,15080,4696,-2256,3
2584,15392,1556,15040,4656,-2284,3
2780,15580,1684,15020,4844,-2168,3
2820,15788,1884,14924,5060,-2012,3
2824,15772,1896,15092,5124,-2096,3
2912,15644,2024,15148,5200,-2156,3
2884,15484,1780,15372,5244,-2212,3
2848,15628,1632,15368,5144,-2344,3
3260,15684,1332,15404,5212,-2432,3
2908,15144,1576,15340,5232,-2268,3
2832,15244,1540,15416,5232,-2284,3
2944,15108,1568,15472,5188,-2416,3
2596,15100,1432,15416,5196,-2404,3
2556,14648,1228,15348,5200,-2508,3
2352,14708,1016,15328,5180,-2648,3
2232,14828,1208,15352,5208,-2804,3
2196,14916,1316,15312,5256,-2616,3
2508,14912,1308,15272,5396,-2820,3
2464,14908,1252,15268,5464,-2800,3
2376,14736,1464,15384,5436,-3004,3
2280,14540,1812,15224,5480,-2904,3
2196,14136,1948,15008,5432,-2776,3
2304,13880,2040,14724,5220,-2764,3
2388,14268,2180,14372,5156,-2656,3
2336,14680,2176,14620,5168,-2584,3
2580,15324,2100,15352,5284,-2964,3
2636,15660,1864,16280,5120,-3308,3
2348,16004,2224,16808,5264,-3472,3
1620,17200,2572,17296,5456,-3668,3
664,17584,3540,17564,5460,-3836,3
-156,17576,3356,17344,5492,-3628,3
-592,17216,3856,16976,5380,-3672,3
-860,18268,4828,16772,5508,-3548,3
-3360,21624,5092,18804,5840,-4780,3
-4348,20860,4692,20016,5960,-5008,3
-4232,19372,4120,19736,5904,-5264,3
-2596,17684,3684,18156,6056,-5140,3
-960,16404,4000,16096,6156,-4760,3
-156,15536,4552,14144,5780,-4636,3
236,14756,4456,12944,5636,-4556,3
0,14292,4120,12316,5636,-4348,3
-364,13988,3752,12536,6536,-3972,3
-524,13904,3192,12872,7200,-3524,3
-308,13920,2672,13248,7504,-3672,3
4,14528,2904,13684,7612,-3976,3
-64,15408,2896,14188,7184,-4264,3
-164,15924,2760,14912,7288,-4164,3
-352,16008,2672,15612,6984,-4120,3
-260,15956,2232,16236,6648,-4276,3
-736,15760,2048,16312,6336,-4244,3
-952,15716,2340,16160,5904,-4368,3
-1148,15352,2528,15728,5556,-4288,3
-680,15252,2504,15260,5356,-4412,3
-1108,14972,2720,14848,5240,-4328,3
-1364,14948,2772,14768,5144,-4256,3
-1304,15160,2556,14752,5532,-4160,3
-1840,15696,2428,15400,5848,-4312,3
-2200,15796,2144,15812,6184,-4304,3
-2296,15684,1692,16380,6264,-4644,3
-2056,15664,1812,16424,6336,-4568,3
-1712,15736,1648,16372,6408,-4312,3
-1584,15824,1764,16236,6156,-4432,3
-1960,15156,1772,15776,5500,-4280,3
-1792,14712,1796,15624,5152,-4088,3
-1560,14304,1752,15356,5044,-4232,3
-1344,14176,1888,14980,4964,-4088,3
-1060,13960,2004,14680,4948,-4080,3
-980,13756,1808,14172,4592,-4240,3
-736,13396,1712,14308,4456,-4176,3
348,13388,1572,14416,4340,-4116,3
1124,13500,1460,14652,4304,-4220,3
1896,13752,1328,15116,4180,-4212,3
2192,14208,1604,15308,4148,-4484,3
2108,15184,2884,15404,4168,-4196,3
1648,16072,4188,15068,4312,-3680,3
1552,18024,5908,14928,4472,-3520,3
1904,20736,7196,15820,4428,-3792,3
2040,21224,7372,17120,4568,-3924,3
2600,20236,6576,18316,5036,-3904,3
2912,19032,5832,18292,5392,-3376,3
1992,17596,5388,17768,5764,-3052,3
1576,16484,5216,16308,5896,-2420,3
1520,15756,5056,15348,5816,-1888,3
2364,14956,4660,14736,6004,-1360,3
3076,14232,4144,14404,5868,-1380,3
3620,13844,4008,15412,6172,96,3
3948,13752,4172,16016,3188,1496,3
3948,13820,4600,16684,1640,4636,3
3284,14020,5008,17280,11596,3996,3
2428,14388,5224,16060,13384,2892,3
1720,14784,5388,15308,12540,436,3
1672,15252,5028,13996,8484,-1656,3
2128,15472,4800,13156,7132,-2856,3
2232,15236,4032,13768,7204,-3156,3
1784,15196,3664,14980,7408,-3100,3
1408,15584,3912,15616,7612,-3360,3
476,15388,4500,15660,7048,-3936,3
732,15324,4868,15484,6048,-4192,3
1468,15780,4984,15324,5504,-3820,3
1800,15416,4704,15276,5248,-3276,3
2448,14676,4068,15380,4932,-2756,3
2652,14540,3936,15784,4980,-2320,3
