664,7200,1646,-288,-350,-654,-1442,3560,-5548,7482,6039,1528,2
874,7384,1652,-131,-178,-601,-1492,2998,-6550,8082,6122,1607,2
864,7706,2284,-128,82,-576,-750,4660,-6378,8184,5927,1761,2
350,7722,2292,-185,114,-586,70,5190,-6760,7771,5756,1804,2
314,7654,2100,-112,40,-599,-256,3496,-8482,8212,5859,1649,2
404,7494,1954,-23,110,-533,-662,2522,-9868,8535,5952,1696,2
136,7528,2036,-41,292,-516,196,3978,-10774,8197,6075,1776,2
-126,7458,2038,-42,369,-568,884,4450,-10038,7691,6146,1912,2
-168,7478,2076,39,371,-620,1086,4126,-9796,7162,6142,2047,2
-320,7466,2180,90,415,-666,1708,2990,-11192,7102,6217,2247,2
-572,7386,2140,161,493,-734,2358,2690,-12838,7153,6294,2640,2
-566,7584,2192,232,544,-752,2644,2990,-12826,6509,6148,2996,2
-608,7764,2272,310,355,-693,2718,4776,-12106,5160,5839,3328,2
-442,7924,2192,304,214,-592,2484,4808,-11742,3359,5355,3622,2
-148,7728,2298,231,150,-489,2486,3980,-12474,1980,4764,3737,2
-524,7374,2024,216,54,-448,3014,2864,-13330,2038,4347,3598,2
-810,7248,1912,316,-63,-451,3704,2266,-13968,3253,3982,3314,2
-874,7546,1984,364,-192,-454,2978,3712,-13356,3312,3359,3207,2
-682,7890,1926,275,-247,-407,2830,4690,-12202,2441,2682,3312,2
-914,7804,1800,213,-345,-354,3018,4164,-11932,1484,1918,3434,2
-752,7808,2052,201,-454,-380,3292,3618,-12072,1481,1200,3441,2
36,7826,2130,118,-505,-382,2712,3766,-11580,1900,666,3409,2
224,7786,1632,-14,-432,-249,2552,4584,-10606,1517,189,3270,2
-116,7574,1442,46,-343,-183,3306,5024,-9910,930,-245,3274,2
118,7776,1640,152,-160,-220,3330,4686,-9490,1129,-325,2984,2
88,7884,1834,100,-91,-185,2696,4628,-8822,1173,-485,2627,2
-30,8040,1820,-4,-71,-95,2066,6232,-7198,135,-790,2582,2
-150,7926,1564,-70,146,-100,1250,7686,-5618,-1987,-812,2867,2
-212,7734,1524,-205,471,-130,742,8248,-5776,-3293,-467,2769,2
